TWEET_ONE_ID,TWEET_TWO_ID
222,28315
222,28346
222,29940
222,29946
222,30083
222,30114
222,30121
222,30494
222,30843
222,31286
222,32075
222,32393
222,32398
222,32475
222,32477
222,32543
222,32664
222,33600
222,33760
222,33766
222,33908
222,33965
222,36746
222,36750
222,36870
222,36882
222,36898
222,37218
225,12814
230,28222
247,205
247,1288
247,1660
247,4799
247,5453
247,5816
247,6534
247,11679
247,13655
247,15461
247,15564
247,18468
247,20351
247,22182
247,22312
247,23128
247,23850
247,23948
247,24177
247,24409
247,24489
247,24875
247,27969
247,28170
247,32464
247,32477
247,32490
247,34799
247,35781
247,35851
247,36561
247,37278
247,39689
247,39691
247,39709
265,30347
265,38256
265,39159
272,5507
279,9582
279,10323
279,10331
279,10356
279,23759
279,39580
280,207
280,4475
280,5583
280,6503
280,10021
280,14595
280,18439
280,20375
280,21921
280,22928
280,25052
280,25149
280,25361
280,27645
280,29761
280,29844
280,29953
280,31542
280,38818
281,31987
281,32154
281,36984
283,2950
283,25766
283,32386
283,33302
283,37207
300,920
300,15925
300,22122
300,30914
310,30250
310,39886
317,8369
317,29995
317,31846
317,37949
335,205
335,207
335,1329
335,1416
335,3364
335,4823
335,5453
335,12810
335,13651
335,15423
335,20343
335,20660
335,22309
335,22646
335,22845
335,22928
335,23949
335,25959
335,26932
335,27969
335,28174
335,29953
335,32393
335,32475
335,32477
335,32543
335,32814
350,32897
356,372
362,23948
362,28174
362,32814
362,37426
367,5659
367,6590
367,18686
367,38134
367,39698
372,356
376,1994
376,3184
376,10047
376,27184
376,39658
377,27664
385,222
385,398
385,3927
385,13754
385,14595
385,14895
385,15439
385,15440
385,21921
385,22928
385,29953
385,32149
385,32475
385,34379
386,28743
394,3661
394,15001
394,22323
394,27271
394,32011
394,34800
394,36545
398,385
398,3927
398,13754
398,15440
398,20682
398,25683
398,32149
398,34367
399,28170
404,35240
412,22213
412,27284
412,29147
412,37081
418,10919
419,3898
422,164
422,13710
422,14788
422,14828
422,14880
422,19819
422,20409
422,21139
422,22863
422,26012
422,29903
422,34430
428,29952
428,36794
430,4814
430,22951
437,473
437,1124
437,1146
437,1195
437,1444
437,1685
437,2621
437,3556
437,3641
437,3674
437,3686
437,4959
437,5231
437,5304
437,7141
437,7242
437,7330
437,8320
437,8407
437,8494
437,8563
437,8889
437,9011
437,9509
437,9582
437,10256
437,10430
437,11934
437,12977
437,13325
437,15713
437,16995
437,17361
437,18478
437,19381
437,19833
437,22204
437,23986
437,24277
437,24826
437,28172
437,29113
437,29451
437,29902
437,29947
437,29995
437,29999
437,30186
437,30310
437,31820
437,31837
437,31852
437,35944
437,35992
437,35996
437,37056
437,37107
437,38764
437,39531
437,39546
437,39864
447,2347
462,32476
473,437
473,1124
473,1146
473,1195
473,1444
473,1685
473,2621
473,3556
473,3641
473,3674
473,3686
473,4959
473,5231
473,5304
473,7141
473,7242
473,7330
473,8320
473,8407
473,8494
473,8563
473,8889
473,9011
473,9509
473,9582
473,10256
473,10430
473,11934
473,12977
473,13325
473,15713
473,16995
473,17361
473,18478
473,19381
473,19833
473,22204
473,23986
473,24277
473,24826
473,28172
473,29113
473,29451
473,29902
473,29947
473,29995
473,29999
473,30186
473,30310
473,31820
473,31837
473,31852
473,35944
473,35992
473,35996
473,37056
473,37107
473,38764
473,39531
473,39546
473,39864
478,3563
478,17747
478,38870
480,164
480,515
480,6572
480,9002
480,13710
480,14920
480,20385
480,20834
480,24502
480,26127
480,26412
480,32536
480,32538
480,36288
480,37218
485,20486
492,207
492,222
492,963
492,2677
492,4475
492,4823
492,5507
492,7654
492,7800
492,7847
492,8234
492,8322
492,8370
492,9034
492,12599
492,12660
492,12663
492,12675
492,13655
492,15461
492,18286
492,18474
492,19665
492,19713
492,20194
492,20269
492,20271
492,20305
492,20343
492,20344
492,20356
492,20358
492,20367
492,20524
492,20534
492,21578
492,21995
492,22854
492,22928
492,22957
492,23900
492,24489
492,24507
492,25240
492,25325
492,25457
492,25517
492,25723
492,25959
492,27718
492,28174
492,30022
492,30083
492,30116
492,30117
492,30139
492,30424
492,31371
492,32075
492,32179
492,32399
492,32449
492,32464
492,32477
492,32501
492,32531
492,32543
492,32814
492,33760
492,35165
492,36743
492,36746
492,36750
492,36777
492,36870
492,37218
492,37693
492,38966
502,9303
515,480
530,3097
530,19705
537,222
537,1111
537,1375
537,1447
537,3364
537,4158
537,4181
537,4475
537,4508
537,4772
537,4823
537,7800
537,7847
537,9002
537,9034
537,9052
537,11226
537,12653
537,12660
537,12661
537,12663
537,12711
537,13651
537,14523
537,14595
537,14636
537,14737
537,14833
537,14895
537,17258
537,17263
537,18286
537,19665
537,19684
537,19713
537,20202
537,20341
537,20343
537,20344
537,20356
537,20358
537,20359
537,20360
537,20660
537,20907
537,22709
537,22809
537,22826
537,22854
537,22867
537,22900
537,22901
537,22903
537,22918
537,22928
537,22957
537,22968
537,25106
537,25241
537,25723
537,25959
537,26474
537,27718
537,28174
537,28315
537,28346
537,29805
537,29940
537,29946
537,30083
537,30114
537,30121
537,30494
537,31286
537,32398
537,32477
537,32543
537,33760
537,36750
537,36870
537,36898
537,37218
548,7576
548,37275
548,37936
553,8882
565,4982
565,10504
565,19596
565,29056
570,12231
570,13063
570,15447
570,18026
570,26222
575,1146
575,6945
575,9432
575,9858
575,15686
575,17395
575,17457
575,18351
575,21384
575,21403
575,21537
575,23986
575,24231
575,27168
575,27376
575,31526
575,39012
595,4535
595,9851
595,34045
610,31508
614,1155
614,32055
614,32065
614,34108
620,892
620,3911
620,5012
620,5768
620,8635
620,13964
620,17559
620,23814
620,24160
620,27836
620,31934
620,31962
620,32008
620,33958
620,34976
620,37946
620,38186
620,38188
620,39213
639,20672
640,29642
646,15279
646,31244
655,708
675,183
675,892
675,3911
675,6679
675,7384
675,7860
675,8635
675,12986
675,13964
675,17559
675,18043
675,19432
675,19841
675,22562
675,23461
675,23814
675,24064
675,24083
675,26754
675,30307
675,30327
675,31934
675,31962
675,32008
675,33958
675,34976
675,35660
675,36540
675,38005
675,38188
675,38234
675,39156
675,39213
675,39345
675,39527
675,39897
708,655
717,849
717,6046
717,17591
717,17672
717,18116
717,30347
717,30353
717,31963
717,39375
739,762
762,739
806,35406
807,849
807,890
807,1007
807,2244
807,3422
807,5012
807,5593
807,5604
807,5772
807,6046
807,7141
807,7336
807,10199
807,12176
807,13164
807,13941
807,13992
807,14415
807,15673
807,17457
807,17591
807,17799
807,18116
807,18625
807,19833
807,19892
807,22443
807,26960
807,29999
807,30347
807,31878
807,31963
807,32011
807,34800
807,35625
807,36699
807,37955
807,38764
807,39375
807,39698
807,39886
808,849
808,1007
808,1101
808,1146
808,1178
808,1195
808,1234
808,1279
808,2239
808,2244
808,2301
808,2332
808,2509
808,2621
808,3422
808,3473
808,3476
808,3624
808,3661
808,3674
808,3954
808,4535
808,5012
808,5231
808,5571
808,5593
808,5604
808,5611
808,6046
808,6590
808,6681
808,7141
808,7244
808,7336
808,7372
808,7384
808,7860
808,8396
808,8482
808,8508
808,8563
808,8592
808,8635
808,8651
808,8673
808,8968
808,9053
808,9195
808,10059
808,10430
808,10677
808,11053
808,11200
808,11360
808,11374
808,11938
808,12101
808,13325
808,13345
808,13831
808,13835
808,13941
808,14035
808,14173
808,14415
808,14478
808,14528
808,15071
808,15686
808,15925
808,16995
808,17041
808,17395
808,17439
808,17457
808,17514
808,17532
808,17580
808,17591
808,17669
808,17672
808,17712
808,17777
808,18001
808,18116
808,18478
808,18625
808,18686
808,18760
808,19249
808,19356
808,19480
808,19561
808,19698
808,19729
808,19833
808,19946
808,21131
808,22075
808,22095
808,22273
808,22443
808,22555
808,23175
808,23654
808,23981
808,24058
808,24456
808,26580
808,26650
808,26960
808,27150
808,27264
808,27836
808,27947
808,29153
808,29790
808,29995
808,30246
808,30347
808,30353
808,30659
808,30826
808,31212
808,31301
808,31750
808,31951
808,31994
808,32011
808,32026
808,32090
808,32259
808,32348
808,33540
808,33550
808,33687
808,33958
808,34070
808,34298
808,34800
808,34822
808,34887
808,34976
808,35503
808,35599
808,35600
808,35625
808,35944
808,36134
808,37051
808,37644
808,37700
808,37955
808,38188
808,38256
808,38334
808,38335
808,38755
808,38831
808,39144
808,39159
808,39176
808,39192
808,39213
808,39235
808,39329
808,39403
808,39514
808,39546
808,39698
808,39737
808,39886
808,39897
814,963
814,5507
814,11679
814,13655
814,18382
814,18425
814,20194
814,20247
814,23921
814,24409
814,36743
821,23139
821,28885
821,32391
832,146
832,963
832,4475
832,5507
832,11634
832,13655
832,14007
832,19713
832,20222
832,20305
832,20375
832,22928
832,23850
832,32464
832,32477
832,32504
832,32814
832,34367
832,36743
832,36777
849,717
849,807
849,808
849,1007
849,1101
849,1146
849,1178
849,1195
849,1234
849,2239
849,2244
849,2301
849,2509
849,2621
849,2697
849,3422
849,3674
849,5012
849,5231
849,5390
849,5604
849,5611
849,5772
849,6046
849,6681
849,7141
849,7244
849,7259
849,7336
849,7384
849,7708
849,7860
849,8192
849,8563
849,8673
849,8968
849,9195
849,9845
849,9858
849,10199
849,11053
849,11200
849,11360
849,11374
849,11938
849,12101
849,13325
849,13831
849,13941
849,14035
849,14415
849,14528
849,15686
849,15739
849,15838
849,16995
849,17041
849,17457
849,17591
849,17672
849,18116
849,18478
849,18625
849,18686
849,19404
849,19561
849,19833
849,19892
849,19946
849,21131
849,22075
849,22443
849,23175
849,24058
849,26580
849,26650
849,26960
849,27836
849,27947
849,28172
849,29153
849,29766
849,29790
849,29995
849,29999
849,30246
849,30347
849,30353
849,30659
849,31750
849,31878
849,31951
849,31963
849,32011
849,33550
849,34070
849,34298
849,34800
849,34887
849,34976
849,35600
849,35625
849,35944
849,37051
849,37700
849,38228
849,38256
849,38334
849,38764
849,38831
849,39159
849,39175
849,39192
849,39193
849,39329
849,39375
849,39546
849,39698
850,1396
887,14057
890,807
890,24124
892,118
892,620
892,675
892,1195
892,2621
892,3422
892,3911
892,5012
892,5593
892,5604
892,5715
892,5768
892,6590
892,7244
892,7293
892,8557
892,8635
892,10085
892,10199
892,13941
892,13964
892,13992
892,14164
892,14222
892,14393
892,14415
892,14528
892,16995
892,17395
892,17559
892,17689
892,17799
892,18081
892,18625
892,19432
892,19729
892,19833
892,22122
892,23175
892,23814
892,23981
892,24906
892,29999
892,31318
892,31341
892,31951
892,31962
892,32008
892,33426
892,33958
892,34976
892,35503
892,35625
892,36134
892,36699
892,37946
892,38188
892,38256
892,38764
892,39192
892,39200
892,39213
892,39373
892,39897
911,18148
920,300
920,3422
920,5593
920,6590
920,9962
920,13992
920,14222
920,14415
920,18686
920,19249
920,22122
920,31341
920,35343
920,35503
920,35599
920,36134
920,36390
920,39373
920,39698
922,23877
934,11609
934,20247
934,25694
934,39691
944,39200
945,25582
949,952
952,949
963,205
963,207
963,492
963,814
963,832
963,3097
963,3364
963,4475
963,5507
963,5954
963,7654
963,8322
963,11570
963,11679
963,13655
963,14041
963,14865
963,18425
963,18474
963,19713
963,19734
963,20194
963,20230
963,20247
963,20271
963,20305
963,20367
963,20524
963,20881
963,21578
963,22012
963,22845
963,22928
963,23120
963,23128
963,23921
963,23948
963,23972
963,24393
963,24409
963,24477
963,24496
963,24544
963,24616
963,24928
963,25240
963,25325
963,25593
963,27969
963,32179
963,32464
963,32477
963,32507
963,32536
963,32814
963,32984
963,34367
963,35781
963,36743
963,36777
980,22116
983,11938
983,29790
985,1101
985,1195
985,2621
985,3422
985,8396
985,8651
985,13888
985,16995
985,19674
985,19833
985,23175
985,29995
985,30246
985,31750
985,31846
985,31951
985,32259
985,35944
985,39192
985,39514
996,30387
997,9582
997,9716
997,15771
997,23759
997,34788
1007,807
1007,808
1007,849
1007,1178
1007,2239
1007,2509
1007,2621
1007,2697
1007,3422
1007,5012
1007,5231
1007,5390
1007,5604
1007,5611
1007,6046
1007,6681
1007,7141
1007,7244
1007,7259
1007,7336
1007,7384
1007,7860
1007,8192
1007,8673
1007,8968
1007,9195
1007,9845
1007,10199
1007,11200
1007,11360
1007,11938
1007,13021
1007,13831
1007,13941
1007,14035
1007,14173
1007,14528
1007,15739
1007,15838
1007,16995
1007,17041
1007,17457
1007,17591
1007,17672
1007,18116
1007,18478
1007,18625
1007,18686
1007,19404
1007,19561
1007,19833
1007,19946
1007,21131
1007,22443
1007,24058
1007,26580
1007,26650
1007,27836
1007,27947
1007,29153
1007,29766
1007,29790
1007,29995
1007,30347
1007,30353
1007,30642
1007,31750
1007,31963
1007,32011
1007,34070
1007,34298
1007,34887
1007,34976
1007,35600
1007,35625
1007,35944
1007,37051
1007,37700
1007,38256
1007,38831
1007,39159
1007,39175
1007,39192
1007,39329
1007,39375
1007,39546
1007,39698
1014,1016
1014,7408
1014,14065
1014,15454
1014,18714
1014,31529
1014,32472
1014,39049
1016,1014
1016,7408
1016,14065
1016,15454
1016,18714
1016,31529
1016,34160
1016,39049
1018,3566
1040,1146
1040,2247
1040,3568
1040,5598
1040,5987
1040,6872
1040,6875
1040,12161
1040,13787
1040,14157
1040,15713
1040,18351
1040,18547
1040,19398
1040,21415
1040,22167
1040,22861
1040,23986
1040,24261
1040,27168
1040,29005
1040,30700
1040,31526
1040,33642
1040,34282
1040,36549
1040,39012
1040,39899
1050,2128
1050,2708
1050,3841
1050,3882
1050,3897
1050,4951
1050,7282
1050,13673
1050,14291
1050,14302
1050,14319
1050,16342
1050,22203
1050,31779
1050,37019
1050,39522
1064,7141
1064,13325
1064,17361
1064,19381
1064,19833
1064,24826
1064,29995
1064,35944
1064,38256
1064,38764
1068,1102
1068,16756
1069,32090
1069,33691
1082,29049
1082,33663
1091,1444
1091,3825
1091,7141
1091,7242
1091,8563
1091,9509
1091,10256
1091,10268
1091,17361
1091,19381
1091,24826
1091,29947
1091,30310
1091,36134
1092,2244
1092,2621
1092,3422
1092,5372
1092,7244
1092,7708
1092,19833
1092,22210
1092,26960
1092,29995
1092,29999
1092,31838
1092,36134
1092,38256
1092,38764
1094,3412
1101,808
1101,849
1101,985
1101,1195
1101,1241
1101,2244
1101,2621
1101,3674
1101,5231
1101,5801
1101,7141
1101,7244
1101,7384
1101,7860
1101,8396
1101,8563
1101,8651
1101,9844
1101,10677
1101,13325
1101,13941
1101,14035
1101,16995
1101,17439
1101,17457
1101,17580
1101,18116
1101,18478
1101,19833
1101,21395
1101,24001
1101,24058
1101,24277
1101,26650
1101,26960
1101,29995
1101,29999
1101,30246
1101,30347
1101,31750
1101,34800
1101,35944
1101,37700
1101,37949
1101,38228
1101,38256
1101,38764
1101,39159
1101,39514
1101,39546
1102,1068
1102,16756
1104,1146
1104,9432
1104,9858
1104,11374
1104,12101
1104,15686
1104,17395
1104,17457
1104,21384
1104,21403
1104,21411
1104,22075
1104,22506
1104,23986
1104,26580
1104,27168
1104,30659
1104,35170
1104,37623
1104,38334
1104,39012
1111,222
1111,537
1111,1375
1111,1447
1111,3364
1111,4181
1111,4475
1111,4508
1111,4823
1111,5961
1111,7800
1111,7847
1111,9002
1111,9034
1111,9052
1111,11048
1111,11226
1111,12653
1111,12660
1111,12661
1111,12663
1111,12711
1111,13651
1111,14399
1111,14523
1111,14595
1111,14636
1111,14737
1111,14745
1111,14895
1111,17258
1111,17292
1111,18286
1111,19665
1111,19684
1111,19713
1111,20202
1111,20343
1111,20344
1111,20356
1111,20358
1111,20359
1111,20360
1111,20524
1111,20660
1111,22809
1111,22854
1111,22867
1111,22901
1111,22903
1111,22918
1111,22928
1111,22941
1111,22957
1111,22968
1111,25106
1111,25125
1111,25327
1111,25723
1111,25959
1111,26474
1111,27645
1111,27718
1111,28174
1111,28315
1111,29780
1111,29805
1111,29940
1111,29946
1111,29953
1111,30121
1111,31286
1111,32398
1111,32477
1111,32543
1111,32664
1111,33122
1111,33545
1111,33597
1111,33600
1111,33760
1111,33965
1111,36750
1111,36870
1111,36898
1111,37218
1115,8246
1115,8306
1115,8766
1115,13686
1115,13687
1115,14124
1115,24020
1115,24033
1115,24043
1115,24055
1115,32193
1124,437
1124,473
1124,1146
1124,1444
1124,3556
1124,3641
1124,4959
1124,5231
1124,7141
1124,7242
1124,7330
1124,8407
1124,8494
1124,8563
1124,8889
1124,9011
1124,9509
1124,12977
1124,13325
1124,17361
1124,19381
1124,22204
1124,23986
1124,24277
1124,24826
1124,29113
1124,29451
1124,29902
1124,29947
1124,29995
1124,31820
1124,31837
1124,31852
1124,35992
1124,37056
1124,37107
1124,38764
1124,39531
1124,39864
1127,39420
1140,17234
1146,437
1146,473
1146,575
1146,808
1146,849
1146,1040
1146,1104
1146,1124
1146,1195
1146,1444
1146,1685
1146,2244
1146,2394
1146,2621
1146,3422
1146,3514
1146,3521
1146,3556
1146,3624
1146,3674
1146,3818
1146,3879
1146,4771
1146,5227
1146,5231
1146,5462
1146,5608
1146,6875
1146,6934
1146,6939
1146,6945
1146,7141
1146,7244
1146,7330
1146,7336
1146,7384
1146,7860
1146,8231
1146,8407
1146,8494
1146,8551
1146,8563
1146,8889
1146,8983
1146,9011
1146,9195
1146,9272
1146,9432
1146,9509
1146,9813
1146,9858
1146,10428
1146,10567
1146,11053
1146,11062
1146,11297
1146,11374
1146,12128
1146,12161
1146,12977
1146,13213
1146,13325
1146,13787
1146,13911
1146,13941
1146,13964
1146,14035
1146,14415
1146,15667
1146,15673
1146,15681
1146,15686
1146,15713
1146,15767
1146,15773
1146,15778
1146,16995
1146,17074
1146,17361
1146,17362
1146,17395
1146,17457
1146,17559
1146,17591
1146,17669
1146,17777
1146,18116
1146,18351
1146,18478
1146,18537
1146,18547
1146,18686
1146,19381
1146,19432
1146,19509
1146,19833
1146,20889
1146,21384
1146,21403
1146,21411
1146,21415
1146,21537
1146,22074
1146,22075
1146,22167
1146,22204
1146,22443
1146,23222
1146,23384
1146,23461
1146,23547
1146,23552
1146,23654
1146,23759
1146,23986
1146,24094
1146,24158
1146,24160
1146,24231
1146,24456
1146,24826
1146,26073
1146,26580
1146,26650
1146,26960
1146,27168
1146,27376
1146,27662
1146,28239
1146,28982
1146,29002
1146,29005
1146,29113
1146,29451
1146,29902
1146,29947
1146,29995
1146,29999
1146,30037
1146,30314
1146,30315
1146,30347
1146,30567
1146,30659
1146,30703
1146,31301
1146,31329
1146,31526
1146,31750
1146,31820
1146,31852
1146,31934
1146,33744
1146,33994
1146,34040
1146,34282
1146,34328
1146,34800
1146,35944
1146,35972
1146,35982
1146,35992
1146,35996
1146,36081
1146,36134
1146,37056
1146,37107
1146,37338
1146,37623
1146,37644
1146,37700
1146,38227
1146,38228
1146,38256
1146,38334
1146,38705
1146,38764
1146,38861
1146,39012
1146,39087
1146,39159
1146,39192
1146,39373
1146,39375
1146,39435
1146,39479
1146,39531
1146,39546
1146,39698
1146,39864
1146,39896
1146,39899
1150,24521
1150,37152
1155,614
1155,32065
1155,34108
1167,14429
1168,9195
1178,137
1178,808
1178,849
1178,1007
1178,2239
1178,2621
1178,3642
1178,3674
1178,5012
1178,6046
1178,7141
1178,7384
1178,7860
1178,8563
1178,11200
1178,13941
1178,14478
1178,14528
1178,18116
1178,19833
1178,22443
1178,26650
1178,27836
1178,29153
1178,30347
1178,31750
1178,34887
1178,35944
1178,38256
1178,38334
1178,38831
1178,39159
1178,39329
1180,13988
1180,14161
1180,20246
1180,25287
1180,32993
1180,34573
1195,118
1195,437
1195,473
1195,808
1195,849
1195,892
1195,985
1195,1101
1195,1146
1195,1444
1195,1685
1195,2239
1195,2244
1195,2621
1195,3422
1195,3624
1195,3674
1195,5012
1195,5114
1195,5231
1195,5372
1195,6046
1195,7141
1195,7242
1195,7244
1195,7259
1195,7336
1195,7384
1195,7860
1195,8320
1195,8396
1195,8482
1195,8563
1195,8983
1195,9195
1195,9432
1195,9509
1195,10059
1195,10199
1195,10430
1195,10690
1195,11053
1195,11360
1195,11374
1195,11934
1195,12949
1195,12977
1195,13325
1195,13941
1195,13964
1195,14035
1195,15686
1195,16995
1195,17361
1195,17395
1195,17457
1195,17591
1195,17669
1195,18116
1195,18478
1195,18625
1195,18686
1195,19381
1195,19404
1195,19833
1195,19985
1195,20889
1195,22443
1195,23461
1195,23552
1195,23654
1195,23759
1195,23986
1195,24001
1195,24058
1195,24120
1195,24277
1195,24456
1195,24826
1195,26580
1195,26650
1195,26877
1195,26960
1195,27150
1195,27662
1195,27836
1195,28172
1195,29451
1195,29766
1195,29902
1195,29947
1195,29995
1195,29999
1195,30186
1195,30310
1195,30347
1195,30659
1195,31750
1195,31852
1195,32122
1195,34070
1195,34800
1195,35570
1195,35600
1195,35625
1195,35944
1195,35979
1195,35984
1195,35996
1195,36134
1195,36781
1195,37114
1195,37623
1195,37644
1195,37700
1195,38188
1195,38228
1195,38256
1195,38334
1195,38335
1195,38705
1195,38764
1195,39159
1195,39192
1195,39375
1195,39546
1195,39698
1195,39864
1196,22488
1201,1241
1201,3687
1201,3723
1201,30246
1201,36014
1207,5333
1207,7221
1207,7237
1207,9194
1207,9200
1207,30170
1207,36938
1207,38981
1221,30686
1223,39176
1229,3706
1234,808
1234,849
1234,7384
1234,7860
1234,13941
1234,18116
1234,19833
1234,26650
1234,30347
1234,38256
1234,39192
1239,7244
1241,1101
1241,1201
1241,3687
1241,3723
1241,3748
1241,30246
1241,36014
1242,10483
1242,19942
1254,32002
1257,31164
1262,39843
1263,2299
1263,17611
1263,22287
1263,37004
1273,35439
1276,2299
1276,17611
1276,22287
1276,37004
1279,808
1279,2244
1279,2621
1279,3422
1279,7141
1279,7384
1279,7860
1279,8563
1279,9195
1279,10430
1279,12140
1279,13941
1279,17457
1279,17591
1279,17669
1279,18478
1279,18686
1279,19356
1279,19729
1279,19833
1279,23175
1279,23981
1279,26619
1279,26650
1279,26960
1279,27150
1279,29995
1279,29999
1279,30347
1279,31750
1279,31951
1279,34887
1279,35944
1279,38256
1279,38764
1279,39159
1279,39546
1283,31168
1284,2332
1284,13992
1284,14222
1284,31318
1284,37946
1284,39886
1287,30355
1288,146
1288,205
1288,207
1288,247
1288,4439
1288,4475
1288,5507
1288,5816
1288,5848
1288,6534
1288,6567
1288,8254
1288,8322
1288,11704
1288,12019
1288,12303
1288,13655
1288,14041
1288,15461
1288,17748
1288,18468
1288,19647
1288,19713
1288,20247
1288,20269
1288,20305
1288,20344
1288,20351
1288,20358
1288,20534
1288,20881
1288,22928
1288,22951
1288,23850
1288,23900
1288,23948
1288,24177
1288,24376
1288,24377
1288,24489
1288,24534
1288,25240
1288,27184
