WORD_ONE_ID,WORD_TWO_ID
629,9848
631,4284
632,27996
633,16635
633,16642
633,20115
633,20984
633,29491
633,29751
634,2698
634,34857
634,36640
635,16032
637,7211
637,26604
637,29121
637,30599
638,20924
638,21095
638,22437
638,34072
641,17231
643,27597
643,32511
644,24057
645,6830
645,17300
645,25618
645,28632
645,29268
646,35897
648,4620
649,948
649,24171
649,31128
650,1165
650,24478
652,17972
652,37908
654,1017
654,2906
654,19582
654,27935
654,37437
655,9254
655,15321
657,4119
658,18413
658,24713
658,29716
661,18508
661,24556
661,30497
662,12356
662,15187
662,16469
662,17492
662,17894
662,20083
662,24224
662,32585
662,40858
663,11743
664,5267
664,9598
664,13154
664,18157
664,22626
664,22843
664,24017
664,37786
664,40008
665,8337
665,10665
665,21702
665,23477
666,24530
666,25738
667,912
667,4348
667,10849
667,27593
667,35628
668,12189
668,31478
669,12041
670,35032
671,12997
671,35819
672,6548
672,9934
673,13600
674,4388
674,13121
674,30626
674,38441
676,1741
676,9408
676,22031
676,30614
676,34018
677,9323
677,10051
679,12266
679,34976
679,35559
680,30070
680,37335
682,5790
682,39957
687,7892
687,9565
687,19063
687,37937
689,2540
689,4333
689,7709
689,12728
689,38184
690,1149
690,21823
690,37487
691,14267
691,20647
692,6364
692,14813
692,21923
692,29913
693,19667
693,20753
695,7099
695,35734
696,22234
697,7023
697,21312
698,25992
698,30139
699,4771
699,33510
699,33667
699,37922
701,18579
702,40616
703,2365
703,3373
703,31570
704,18754
704,23503
705,36515
706,3012
706,3072
706,32162
707,13829
707,25505
707,27529
708,1085
709,25219
711,23893
712,1468
712,33555
714,2089
714,5558
714,18231
715,5488
715,6448
716,2880
716,20618
717,11460
718,37468
719,783
719,6359
719,24380
719,35653
719,36839
720,4914
720,29053
720,39434
721,7077
721,30317
721,37199
722,1425
722,20899
722,37774
723,14521
723,18847
723,28016
723,35036
723,39125
724,4891
724,34127
724,36758
726,3725
726,4121
726,12240
726,23902
726,40857
727,36904
727,38238
728,16858
728,33099
729,39602
730,6221
730,11688
730,36881
731,3413
731,14595
731,22195
732,10731
733,6578
733,21951
733,24130
733,31521
733,38157
736,36079
738,21242
738,21551
738,28040
740,15391
740,20922
740,37152
741,13388
742,3409
742,8088
743,4355
743,27582
743,39932
744,26039
745,4270
745,7376
745,28714
745,29474
745,32140
746,18413
746,24713
746,29716
746,40860
747,9876
748,12942
748,28596
749,2992
749,11662
749,40314
750,4617
750,17292
750,28593
751,35852
752,31421
752,40205
754,2659
755,9025
755,12175
755,18786
755,28286
757,3515
757,26595
757,32323
759,11356
759,13917
759,14197
761,8865
762,946
762,12038
762,31927
763,17756
763,36900
763,38376
764,22559
766,18941
767,24687
767,24802
767,28724
767,40324
768,4447
769,2135
769,3211
769,24205
769,25148
769,30582
770,25166
770,31703
771,26454
771,38060
773,6205
773,10201
773,17977
778,20610
780,3831
780,14151
780,22010
781,9755
781,14311
781,23984
781,34533
782,7457
782,11354
782,37544
783,24380
783,36839
784,5376
784,9798
784,29643
785,36705
788,7587
788,11634
789,7405
789,13340
789,31509
791,38228
792,1784
792,30473
793,5339
793,17077
793,22363
793,29661
793,34750
794,10998
795,31673
796,18072
797,12489
798,14321
798,18566
798,27237
798,27408
798,30359
799,36502
800,5487
800,15689
802,34814
804,3557
805,2268
805,8319
805,13187
806,7021
807,4426
808,3228
809,3489
809,7792
809,8066
809,9285
809,11266
809,12520
809,37088
809,39503
810,17489
810,21360
810,32708
811,11908
811,15103
811,15375
811,15716
811,18100
811,38823
812,6085
812,6161
812,8771
812,24031
812,26895
813,5488
813,7628
813,13371
813,33645
813,37412
813,37515
814,16644
815,1733
815,9108
815,11415
815,15830
815,18930
815,19521
815,38348
815,39987
816,5329
816,7433
817,7869
817,9761
818,15134
818,31398
819,23634
820,4251
820,23515
822,6583
823,11439
823,11845
823,16145
823,19801
823,27014
823,31655
823,31815
825,11631
825,17275
825,30153
825,40301
826,11924
827,5203
827,9148
827,23958
827,32455
827,36914
827,40199
828,868
828,2563
828,39366
831,21426
833,15368
833,26032
834,10313
834,16814
835,19884
835,34748
835,36174
835,39648
835,40222
836,28980
836,29670
838,11704
838,19995
838,26699
838,37816
839,9159
839,22624
839,37664
840,32653
840,32673
841,23695
841,23823
842,10893
842,14511
843,30713
843,39905
844,26600
844,34400
845,1610
845,17220
845,30361
846,3723
846,13139
846,20207
846,23808
848,16437
848,30937
848,39364
849,6014
849,12008
849,31781
850,12630
851,3296
851,32446
851,36420
852,11119
852,16942
853,7746
853,17286
854,9046
854,16660
855,23380
855,38514
856,27334
856,32972
857,5180
857,9970
857,24273
857,29716
857,36128
858,17384
860,26141
860,35774
861,20296
861,36188
862,11457
862,28088
862,37853
863,20405
864,9238
864,12068
864,17584
865,8558
867,31544
868,6981
868,14859
869,10494
869,13696
869,17868
869,28057
869,29196
869,31684
870,7954
870,37566
871,11403
871,19688
871,24875
871,27693
872,11009
874,5343
874,25464
875,7282
876,4100
876,11737
876,20485
879,25400
880,38114
882,13876
884,31812
884,35675
886,17707
888,20354
888,38728
891,25759
892,12866
893,5226
893,25155
893,26052
893,30354
893,31405
893,36133
893,40033
894,33550
895,16299
896,3862
896,7146
897,24378
898,17522
899,30302
899,38417
900,10100
901,1535
901,8286
902,32171
903,23853
903,29705
903,35296
904,8138
904,39545
905,8139
905,22446
905,23250
905,24637
905,34183
906,10067
906,39844
907,3118
907,15283
907,34537
908,25663
908,29159
909,1885
909,6052
909,10717
911,31630
911,35912
912,27593
913,16932
913,26615
913,36332
914,3740
914,5268
917,32054
918,29091
919,1370
919,2534
919,14216
919,19505
919,30690
919,40380
920,2033
920,8030
920,21968
920,33826
920,39455
922,3691
922,21794
922,33506
924,26719
924,34204
926,35616
927,6818
927,34185
927,40708
929,8835
929,9081
929,10909
930,9845
930,32503
930,37747
931,2227
931,16544
931,30574
932,1204
932,3501
932,31810
933,14891
933,19594
935,7026
935,11361
935,18672
937,6687
938,1050
938,4061
938,19849
939,11800
939,13009
940,6609
940,23502
940,23590
940,29861
940,33259
941,10504
941,12198
941,22995
942,36465
943,14802
943,19542
943,25670
943,34003
943,39609
944,32253
944,32948
944,37961
945,16329
945,38224
946,3217
946,12038
946,14240
946,31927
947,2019
947,31042
948,31128
949,3920
949,14591
949,15565
949,22189
951,36935
954,13548
954,30738
955,20415
955,27507
956,1952
956,9965
956,10261
956,20593
957,6799
957,37726
958,9586
958,16620
959,8527
959,36964
960,16938
960,22703
961,4355
963,23379
963,27338
964,3260
964,18087
964,22806
964,36754
964,37029
964,37475
965,5765
965,7256
965,29957
966,23771
966,25282
966,33009
967,5678
967,8083
967,35264
968,19515
970,15208
971,1262
971,34456
972,20890
972,34398
973,15725
973,29212
973,34629
975,2348
975,6627
975,15450
975,27677
976,18424
977,33763
978,8778
978,22180
978,37439
979,11744
980,2743
980,7644
980,39001
981,15877
981,25257
981,28952
982,27344
982,28537
983,1258
984,33521
984,37468
985,6781
985,15531
985,23001
988,21556
988,24105
989,24533
989,34335
990,19696
990,26789
990,37414
992,1582
992,2377
993,6966
993,27073
994,1629
994,13155
994,16524
994,20089
994,20423
995,20331
997,33231
998,3877
998,15066
999,23428
999,30354
1000,22634
1001,29811
1001,37274
1002,1193
1002,32415
1003,15835
1003,16121
1005,23973
1005,30265
1006,4910
1006,12103
1006,21174
1006,23714
1007,8949
1007,15542
1007,17926
1008,3072
1008,14687
1009,36619
1010,25755
1010,31055
1012,6719
1012,30625
1012,33145
1012,38367
1013,8812
1013,21465
1013,28254
1013,30318
1013,35986
1015,11873
1015,16481
1016,7495
1016,12452
1016,21131
1016,24633
1016,28088
1018,27168
1018,27772
1019,16089
1019,22809
1021,18503
1021,24147
1021,25017
1021,29636
1021,31982
1021,35066
1021,37828
1023,27989
1025,7169
1027,34875
1027,34881
1028,12831
1028,19531
1028,30780
1029,15833
1029,25036
1029,27121
1031,10929
1031,17033
1033,18974
1033,19622
1033,25372
1034,1824
1034,14993
1034,32928
1034,35294
1036,4284
1036,9087
1037,21056
1038,18525
1038,24552
1038,29471
1038,34517
1039,5690
1039,6955
1039,8678
1039,15262
1039,17650
1039,18838
1039,24806
1039,36950
1040,3249
1040,15371
1041,9838
1041,10237
1041,23559
1041,28303
1041,28708
1041,33094
1043,18303
1044,13530
1044,29422
1046,17348
1048,4798
1048,33341
1049,7071
1049,18849
1049,22507
1049,36762
1050,4061
1051,32825
1051,40626
1052,1178
1052,3612
1052,30269
1053,14391
1053,34761
1053,40859
1054,7189
1054,17184
1055,19199
1055,21383
1055,26170
1055,29598
1055,32515
1055,34515
1056,1534
1056,9235
1057,1062
1057,2018
1057,12824
1057,19770
1057,27562
1057,31526
1057,38024
1057,40558
1058,18127
1059,7478
1059,20146
1059,21002
1059,39277
1060,36893
1061,17626
1061,34116
1061,40010
1062,2018
1062,19770
1062,31526
1063,19751
1064,6643
1064,31154
1065,33905
1066,12984
1067,8483
1067,29392
1068,7483
1068,27800
1069,28073
1069,36575
1070,14897
1071,32021
1072,1976
1072,11901
1073,19110
1073,40071
1074,10509
1074,10544
1074,34077
1075,11146
1075,38334
1077,14105
1077,18363
1078,37557
1079,16404
1079,25457
1080,34511
1081,22458
1081,26818
1081,36370
1082,6174
1082,13019
1082,13442
1082,13797
1082,19542
1083,22919
1083,30171
1083,34754
1084,11596
1084,16218
1084,26300
1085,35249
1086,7128
1086,9420
1086,20096
1088,9674
1088,27437
1088,35815
1089,5795
1089,20864
1090,6104
1090,29623
1091,23026
1091,33248
1092,33515
1093,22245
1093,36734
1094,5207
1094,6768
1094,36348
1096,1209
1096,15754
1096,26224
1096,35261
1096,35282
1098,19188
1099,16127
1099,18920
1099,26954
1100,6266
1100,22697
1101,1493
1101,10638
1101,27881
1102,10810
1102,33855
1105,22888
1105,38998
1107,21611
1107,28438
1107,38426
1107,39261
1110,13983
1110,19097
1112,24720
1112,29128
1112,32490
1114,5253
1114,11728
1114,31973
1115,8827
1115,14626
1115,29228
1116,4964
1116,14404
1116,39412
1117,22548
1117,27160
1117,29829
1118,16559
1118,20110
1119,20516
1119,30841
1121,15761
1121,20348
1122,6279
1122,14792
1122,36131
1123,9186
1123,25583
1124,11966
1124,20129
1125,21787
1125,39201
1126,2937
1126,8519
1126,23679
1128,15255
1128,24196
1129,11794
1129,34064
1129,36498
1131,11464
1132,15207
1134,4183
1134,12647
1134,23827
1135,40793
1136,13719
1136,17865
1136,28191
1137,10697
1137,39083
1139,27615
1141,22298
1141,29601
1143,1254
1144,5313
1145,12050
1146,3768
1146,9767
1146,14222
1146,16995
1146,19974
1148,30693
1149,17595
1149,21823
1149,37487
1150,22823
1151,6982
1151,36610
1152,4332
1152,9067
1152,30842
1153,4909
1153,26040
1153,31494
1153,35482
1153,39686
1155,36507
1155,40227
1156,3201
1156,33488
1157,10586
1158,1329
1158,3043
1158,15409
1158,20052
1159,3528
1159,32660
1159,40083
1160,14595
1160,19517
1161,5419
1161,22972
1161,29189
1161,39067
1162,5420
1162,10772
1163,20722
1163,39561
1164,33430
1164,34477
1165,18828
1165,20783
1165,25835
1167,7492
1167,33128
1168,10091
1170,2846
1170,20407
1170,25546
1170,29113
1170,29583
1170,32127
1173,24491
1174,8105
1175,14075
1175,19860
1175,20294
1175,24572
1175,35163
1176,4204
1176,16872
1178,2944
1178,39139
1178,39177
1179,13578
1179,31596
1179,39583
1180,3503
1180,10128
1181,5014
1181,34858
1183,7153
1183,8194
1184,9268
1184,20172
1184,29555
1186,29026
1186,29407
1187,28122
1187,34356
1188,23949
1190,2674
1190,13883
1191,33792
1193,7721
1193,32415
1194,12959
1194,16665
1194,19592
1194,27459
1195,9717
1196,11444
1196,16422
1196,33794
1196,39654
1197,35961
1198,18150
1200,5583
1200,17726
1201,8187
1201,20988
1202,5546
1202,10322
1202,20232
1202,20578
1202,21258
1202,32169
1203,19327
1203,30217
1204,2945
1204,3501
1204,8178
1204,10463
1204,16982
1204,17292
1204,19539
1205,21145
1206,4977
1206,19280
1206,25381
1207,8622
1207,25009
1208,1993
1208,25976
1208,30175
1208,37687
1208,39245
1209,9393
1209,13666
1210,19250
1210,23066
1210,26625
1210,39783
1214,4841
1214,6477
1214,22812
1214,28197
1214,29020
1215,11932
1216,9887
1216,28982
1216,29561
1216,34237
1216,36405
1216,36860
1217,30926
1218,29144
1218,40752
1219,8439
1219,28616
1220,14758
1221,18252
1221,38302
1222,3206
1222,17705
1223,14689
1223,25619
1223,39958
1224,10673
1224,13889
1225,4314
1225,15933
1225,26279
1226,2966
1226,20404
1228,2154
1228,39284
1229,7506
1229,13885
1229,25460
1229,28191
1230,5406
1230,39675
1231,32322
1232,7964
1232,17711
1233,3870
1233,25302
1234,34822
1234,35987
1235,14319
1235,19231
1235,26512
1236,10953
1236,17743
1237,12222
1238,2352
1238,2794
1238,11275
1238,25321
1238,29385
1238,33560
1238,39451
1240,8564
1240,17511
1242,17660
1242,28857
1242,37767
1243,23797
1246,10199
1246,24367
1246,34821
1246,35650
1249,31887
1249,33830
1249,37330
1250,24301
1250,26394
1251,21100
1252,19503
1252,32409
1253,8727
1253,35440
1253,35921
1254,19203
1254,30087
1254,35835
1256,9051
1256,19039
1257,15065
1258,10748
1258,15849
1258,39260
1259,6869
1259,10331
1259,10424
1259,13931
1259,28384
1259,34520
1259,38061
1260,4251
1260,5505
1260,31425
1260,32531
1260,37322
1261,30609
1261,36194
1262,13121
1262,28125
1263,16531
1264,13862
1264,17580
1265,22773
1266,5281
1266,7885
1266,9505
1266,18370
1266,25784
1266,30335
1266,37781
1267,18807
1269,25701
1270,2705
1270,39402
1273,21593
1273,27227
1274,3754
1275,3095
1275,5511
1275,10808
1275,11174
1279,3983
1279,8715
1280,20731
1280,28333
1282,3784
1282,5897
1282,23987
1282,26730
1283,10954
1283,32899
1283,36954
1283,39323
1283,39359
1284,1595
1284,2823
1284,7994
1284,20526
1285,18952
1286,2026
1286,10050
1286,25243
1287,2693
1287,10159
1287,33310
1287,37026
1288,14476
1289,27228
1289,29844
1290,10481
1291,2309
1291,7413
1291,21855
1292,8485
1292,9596
1292,19948
1293,19233
1293,20502
1293,33317
1295,27142
1296,33134
1297,11652
1297,13084
1297,20396
1297,20546
1297,31369
1298,26410
1298,38773
1298,38792
1299,10651
1299,29682
1300,33064
1301,9848
1302,19620
1302,26988
1302,30734
1303,18086
1303,29476
1304,4491
1304,19905
1304,23824
1304,36166
1306,24531
1306,37293
1307,2019
1307,21847
1307,26602
1308,4352
1308,25663
1309,34076
1309,37396
1310,18975
1310,30647
1310,31226
1311,2134
1311,21160
1311,39256
1312,2364
1312,2535
1312,12752
1312,40130
1313,3087
1313,17265
1313,17647
1313,18266
1314,27964
1314,37747
1316,8564
1316,17511
1316,20011
1317,10668
1317,13463
1317,35317
1318,3432
1318,3674
1320,7834
1320,24153
1320,25203
1320,25761
1320,40582
1322,2695
1322,16521
1322,22364
1323,34732
1324,17080
1324,17210
1324,18861
1324,25875
1324,29235
1324,34793
1325,6638
1325,8423
1325,13981
1325,24210
1325,35813
1326,1438
1326,17636
1326,21156
1326,26351
1326,27276
1327,7893
1327,12211
1327,19267
1327,21994
1327,27954
1328,7282
