WORD_ONE_ID,WORD_TWO_ID
399,7196
399,13122
400,5697
401,11086
403,4853
403,8464
403,9769
404,2849
404,4023
404,5316
404,7636
405,934
406,10451
407,11163
409,13088
410,6210
410,8173
411,10699
413,13703
413,19888
414,5270
415,15608
417,10387
420,16241
422,3798
422,5884
422,16765
423,15861
423,16892
423,21895
424,12783
424,20816
425,21864
426,1272
427,1011
431,2852
431,8000
432,12321
432,13676
433,976
435,6752
439,4417
439,20691
440,17600
441,20589
442,662
442,10729
442,13101
442,16059
443,2569
444,6122
444,21347
445,1230
445,6725
445,16847
445,17105
446,15163
448,16684
451,4795
452,13930
454,1296
455,2394
455,8560
455,11138
455,16896
456,7466
457,10530
457,11395
458,12976
459,19322
459,21518
462,2401
462,4484
464,18587
465,5855
466,16248
467,3513
467,10041
468,13048
472,10125
472,10952
473,11586
473,13947
473,19175
474,3877
474,16561
475,1194
476,8046
476,17898
476,20143
477,9785
480,13816
481,14085
483,1590
484,16678
486,7765
486,11371
487,4967
491,12236
492,10825
492,18425
493,5096
495,1636
495,11668
495,19059
496,18320
498,12606
498,12894
500,7679
500,8242
501,3589
505,14165
506,13304
508,13920
508,19855
509,18214
510,6267
511,4172
511,4304
512,7596
514,1103
514,19399
515,12328
515,15466
515,21363
518,9476
518,10153
519,7030
520,5676
520,10763
520,13902
520,14211
520,16285
520,18877
520,19834
520,20292
521,20535
523,8375
524,8324
524,13514
524,17680
525,6092
525,7710
526,2593
526,8296
528,14704
529,14214
529,15555
530,18986
531,6936
531,10918
531,18663
531,19043
532,18429
533,9769
533,13078
533,16940
535,1981
535,6616
536,3689
537,18712
540,6144
540,12588
540,20803
541,17840
542,10983
543,3570
543,10661
544,644
544,1900
547,14505
549,7776
549,16725
549,19863
551,3512
552,699
552,12543
552,18450
553,8103
554,15323
554,17274
556,3382
556,8052
556,12070
557,6848
560,5153
560,7315
560,7876
560,12876
561,712
561,14926
562,6824
562,12612
562,21757
563,3087
563,18560
563,21087
568,19255
570,3164
570,19125
573,7530
573,16628
574,4395
576,3797
577,3393
577,13977
578,1653
578,11452
578,11856
578,12441
579,17734
580,4253
583,2692
583,11910
585,1834
585,10843
585,20507
587,18550
588,4054
588,11231
588,12892
589,4724
591,4113
591,4216
591,6056
591,13491
591,20473
596,2627
596,11198
596,15326
598,3904
598,9064
598,16384
601,3767
601,18300
602,10225
604,11492
604,14198
605,8531
605,12766
605,20671
607,11531
607,14243
608,6146
608,20614
610,7603
610,16504
614,8886
614,13575
615,12099
618,6160
618,19167
621,17428
622,12015
622,13676
622,15068
623,3416
623,20351
627,1681
627,3069
627,8142
628,9298
630,4375
631,4834
632,4820
632,7518
633,2644
633,7724
633,14023
634,7058
634,15372
636,8994
636,18591
637,19497
639,7106
639,14042
639,17665
640,14114
642,1252
642,13331
644,1065
645,9399
646,3026
646,17919
647,1201
647,4006
647,7930
648,9840
648,18032
648,19215
649,2726
649,2927
649,19810
650,5186
650,15696
651,12736
653,1522
653,16875
655,3149
660,15794
661,10022
661,21380
665,5245
665,14069
668,5979
668,12007
668,15037
669,6699
669,13081
669,21289
670,2555
671,3342
671,18232
673,5680
673,9057
674,1149
674,15533
674,20295
676,2433
676,5739
677,9892
678,2451
678,5274
678,8765
680,8139
683,9229
686,5855
687,17595
687,19767
689,1044
689,2989
689,18819
690,6424
690,12844
690,19844
691,7781
691,8767
692,11311
692,21081
692,21546
693,16805
694,12861
694,17309
696,9092
696,13757
696,14826
696,17916
696,18158
696,21397
700,18853
701,4447
701,12730
701,19024
703,2410
703,15136
704,5070
704,5600
704,7322
704,19466
707,18307
707,21775
708,7271
708,17331
709,12444
713,851
713,14223
713,21593
715,7937
717,3416
717,8037
718,6422
718,13348
719,6769
719,19542
720,16187
721,1817
721,6009
721,6997
721,18140
721,18143
722,1632
722,8071
723,1599
723,10497
724,3623
724,7609
725,11460
726,16423
728,3486
729,6244
729,9809
729,10605
729,19894
731,19696
732,2126
732,4640
732,16719
732,16849
733,13739
739,2043
739,19839
744,16701
745,7007
745,10481
746,15112
748,8012
748,8508
748,15355
749,16855
750,1212
750,20626
751,4535
751,13019
752,7942
753,2032
754,4169
754,18071
754,21241
755,810
755,14301
755,16820
755,17028
759,4122
761,9590
762,5360
762,17450
763,5524
763,21451
767,6479
770,7332
770,11914
772,5341
773,997
775,12222
775,19430
776,1032
776,4108
776,19143
779,2920
779,14183
779,14764
782,4847
783,17625
784,4964
784,7915
785,18343
787,9943
787,10505
787,10639
787,19201
788,19608
789,19387
790,19423
791,3573
791,14620
792,19407
793,8780
795,4385
795,16591
795,19388
798,13880
799,6374
799,10162
801,7932
802,9524
803,8963
804,2961
804,12106
805,9696
808,5530
808,7904
808,11388
808,21282
809,3728
809,12194
809,20402
810,20576
811,3348
811,9644
812,12709
812,15929
818,12432
819,5184
819,7343
819,19323
820,15944
822,13346
825,13944
825,14831
826,18634
826,19565
827,13737
828,10516
829,7977
829,14849
830,4090
831,7450
832,6813
832,15401
832,16901
833,6282
835,14657
835,17690
836,21916
838,17181
838,21290
839,15635
840,7595
840,11634
841,12175
842,5077
843,4839
844,1046
844,3482
844,9110
844,9598
844,12346
846,1600
848,1133
848,12836
848,15890
849,2675
849,5776
849,6075
849,14318
851,7650
851,14223
851,16738
852,2057
853,13029
853,17069
854,20277
855,7400
855,9135
855,19292
856,6283
856,20255
857,2949
857,8880
858,1950
858,6723
860,6050
860,7588
861,3633
861,18871
862,8941
862,15546
862,20452
864,19925
865,16204
865,17733
865,19888
866,18242
867,7404
867,12341
867,16022
869,3863
869,20419
874,7319
874,14602
875,5942
875,14285
876,2302
876,7081
876,8527
876,13178
876,20855
878,17101
881,19277
881,19835
881,21074
882,13144
884,7112
884,14938
885,5696
886,2544
886,18217
887,10746
887,14368
889,5481
892,16470
892,16767
893,10280
893,19090
895,13333
898,2018
898,5462
898,6348
899,15674
900,7121
900,8124
902,14886
903,2959
903,5722
903,18752
907,9634
907,17562
907,21169
909,2877
909,9432
909,21232
911,3984
911,7441
912,4840
912,11406
912,12682
913,14747
914,11569
914,20617
915,14627
918,3867
918,17486
919,8346
919,8679
921,954
921,13602
923,5497
923,9147
923,17472
924,12391
925,6065
925,8422
926,20294
927,9682
927,17687
928,7067
929,16771
932,1750
934,10211
934,10631
935,9856
935,12966
935,16323
936,3491
937,3682
937,12286
937,18496
938,4503
940,7536
942,7617
942,21291
944,5939
946,4831
948,9755
949,9468
949,10154
949,18475
949,21627
950,5823
951,8889
951,8985
951,20048
951,21704
952,3473
952,9693
953,5799
954,10874
955,7720
955,20285
961,4797
961,10314
961,13406
964,10156
967,14519
969,18163
971,12885
972,10470
974,1337
974,19553
975,11618
978,20214
979,11330
981,4102
981,13967
981,19818
982,2421
982,4954
982,10309
987,9544
987,17839
988,7149
988,15483
988,19747
988,21070
988,21600
989,1272
989,3790
989,12035
990,9056
990,9612
990,15363
991,8248
991,13993
993,7099
993,7738
993,8945
993,11313
993,20100
994,5969
994,7863
994,18136
998,4129
998,15787
998,20158
1000,4528
1000,18001
1000,18652
1005,6423
1005,14820
1006,5585
1007,6877
1008,3786
1008,9041
1012,1761
1012,8484
1012,15796
1012,18577
1013,3115
1013,3503
1015,11767
1017,4514
1017,6800
1017,10204
1017,13499
1023,13785
1024,15113
1027,13831
1029,2685
1029,15345
1029,15960
1029,19281
1030,2147
1030,16067
1032,6348
1036,14823
1037,4334
1039,13396
1039,16078
1040,10706
1042,7165
1044,2989
1044,16511
1046,1326
1046,3482
1048,1155
1048,19919
1049,3583
1049,11513
1049,19268
1049,21662
1051,17276
1054,20673
1055,6412
1060,19496
1061,5943
1063,7256
1063,18513
1064,2348
1064,9606
1065,11081
1065,19480
1067,10009
1067,21350
1070,11149
1072,15772
1073,8531
1074,7317
1074,8220
1075,14982
1075,18288
1075,18376
1076,5907
1076,5970
1077,1390
1077,4340
1077,12622
1082,3895
1082,9003
1083,20087
1085,11863
1085,15067
1085,16518
1087,17489
1087,17734
1088,3323
1088,4979
1088,12992
1088,13438
1089,11939
1091,19857
1092,14813
1093,14695
1094,11414
1094,13724
1095,15452
1097,1174
1097,5921
1098,6372
1098,14217
1100,2239
1100,11661
1101,1191
1101,17353
1102,17982
1103,5287
1103,7648
1103,19399
1104,13336
1104,17046
1106,15221
1106,16108
1107,1635
1109,16640
1112,7894
1112,20255
1114,11142
1114,11460
1115,10165
1115,13767
1116,9575
1116,16185
1116,19774
1119,18284
1120,20156
1121,5872
1123,16178
1123,18262
1124,10088
1124,20338
1125,1880
1125,10238
1126,2544
1126,16110
1126,18427
1129,13886
1130,1532
1130,21708
1132,9615
1132,14932
1133,12620
1133,12836
1133,15890
1134,5095
1135,4915
1135,16023
1137,17250
1137,20290
1139,21399
1142,14742
1142,15198
1147,3358
1147,9473
1147,18069
1148,19746
1148,21356
1149,14271
1149,15533
1149,20295
1152,13126
1154,2025
1154,7138
1154,9405
1156,8292
1156,8962
1157,2445
1157,5305
1157,16262
1159,3598
1159,5275
1159,6478
1159,7751
1159,19640
1159,21661
1159,21795
1161,18180
1164,1951
1164,2521
1165,11440
1165,14982
1165,18288
1168,11410
1170,4383
1170,21726
1171,10937
1171,14888
1171,17055
1173,9366
1173,16797
1173,16841
1173,18784
1174,5921
1174,8512
1174,10856
1175,1835
1175,10859
1175,14875
1176,5450
1176,21211
1178,13265
1180,19452
1181,13204
1181,13989
1182,10335
1183,20778
1184,20851
1185,7893
1188,6232
1188,6365
1188,9742
1189,13998
1192,3652
1192,9398
1192,14507
1192,20143
1193,18406
1195,17230
1196,14397
1198,18783
1200,16964
1200,17443
1201,7520
1201,15043
1202,13448
1202,20453
1203,9874
1203,17350
1206,2803
1206,4664
1206,11751
1206,12556
1207,3231
1207,13859
1212,20626
1213,4850
1213,13987
1215,10755
1216,7895
1217,2341
1217,5807
1219,21381
1220,14577
1221,6023
1221,17540
1223,15559
1223,17031
1224,9109
1224,14826
1224,15438
1225,2476
1226,3405
1226,21791
1229,1842
1229,2561
1229,6994
1230,6725
1230,7104
1230,16847
1230,17105
1231,17548
1233,14841
1234,9967
1236,8710
1236,13262
1236,17736
1236,19665
1237,7489
1238,6854
1240,5315
1240,5376
1244,9096
1245,17450
1247,12586
1248,3125
1248,15957
1248,18888
1249,13613
1252,5117
1252,13331
1253,18866
1257,8417
1257,10882
1257,18838
1258,3123
1258,8820
1258,18032
1259,4153
1259,14381
1260,19458
1261,9260
1261,17097
1263,6067
1263,7811
1263,10606
1263,17034
1264,9592
1266,4176
1266,19139
1267,3224
1269,12383
1272,12166
1273,9189
1273,21425
1274,13881
1274,20797
1275,4245
1275,8733
1276,7788
1276,8013
1276,11870
1276,12568
1276,21205
1277,7268
1278,10074
1278,12906
1279,6251
1279,15604
1279,20160
1281,4006
1281,7930
1282,2243
1282,4560
1282,18578
1283,5587
1283,8006
1283,14315
1283,21571
1285,19198
1287,3539
1287,6798
1287,18683
1287,19800
1289,15519
1289,21482
1290,2099
1291,10150
1291,14605
1291,16562
1291,20944
1292,2553
1292,9758
1293,7791
1293,14903
1294,12264
1294,21850
1295,17265
1298,2592
1299,3036
1299,3232
1299,4215
1300,8527
1301,2467
1301,12562
1301,20183
1301,21809
1303,3729
1306,4738
1306,10643
1306,11906
1306,12650
1306,16954
1309,8420
1309,13321
1309,16896
1313,2941
1313,5763
1314,18665
1315,11121
1315,21860
1316,12086
1321,9865
1322,17790
1323,5796
1323,5874
1323,6737
1323,9897
1324,20416
1325,4924
1325,19693
1325,20003
1326,1778
1327,6614
1327,12805
1327,14294
1327,21106
1330,19876
1334,3488
1334,12532
1334,13918
1335,15721
1336,13625
1337,3420
1338,12813
1342,10268
1342,13599
1343,7292
1343,9708
1343,10898
1343,12496
1344,6443
1345,15811
1346,11602
1346,16793
1350,5228
1350,16729
1351,5004
1351,8384
1352,2736
1352,19679
1353,7796
1355,1687
1357,7263
1359,3039
1363,4373
1366,1460
1366,16740
1367,2489
1367,9101
1369,3801
1369,4161
1369,7509
1369,8888
1370,5177
1372,3908
1372,8074
1372,18601
1374,3631
1374,15832
1374,21470
1376,8740
1376,13277
1379,2514
1379,13431
1382,4806
1382,11589
1384,9648
1384,11941
1385,13067
1385,19117
1385,20811
1389,3714
1389,8854
1389,21653
1390,16905
1392,8740
1392,13999
1393,19312
1396,7433
1397,14961
1398,6253
1398,15318
1398,15665
1398,19525
1401,5643
1401,13828
1404,14002
1404,19890
1405,14188
1406,20322
1408,15751
1409,7485
1410,11085
1410,17224
1417,4213
1418,3285
1420,2211
1423,8988
1424,8041
1424,21563
1426,2717
1426,18269
1426,18853
1428,8286
1428,21554
1429,15605
1429,21722
1430,3609
1431,5210
1435,9700
1435,11550
1437,4328
1437,12709
1438,5499
1438,6309
1438,15924
1438,19286
1439,17434
1440,2348
1440,9657
1440,14810
1441,5535
1441,17773
1442,8062
1443,13480
1447,5189
1448,3549
1448,21242
1450,3920
1450,12257
1451,3485
1451,4473
1452,10673
1453,12882
1453,17541
1455,14651
1456,11430
1456,17860
1457,2323
1457,11866
1458,18429
1459,11585
1459,17394
1460,15844
1461,4458
1461,7283
1461,12501
1461,16399
1461,16402
1462,17128
1463,13742
1463,20731
1464,1829
1464,2290
1464,8620
1464,12235
1466,16839
1467,15815
1469,5961
1469,10233
1469,21164
1470,17238
1470,20770
1471,1579
1471,7873
1472,11365
1472,21280
1473,8604
1473,20390
1474,20087
1474,21610
1475,9026
1475,9919
1475,16337
1479,2228
1479,4574
1479,9860
1479,17960
1479,19848
1479,20598
1480,2545
1480,19914
1480,20406
1483,7605
1486,21431
1487,12005
1491,20206
1492,3532
1492,14220
1492,19132
1494,16457
1495,12500
1495,14004
1495,20580
1496,8644
1496,19290
1496,20971
1497,8154
1499,15579
1500,3108
1501,8422
1501,11087
1502,16005
1502,20255
1504,8843
1504,14033
1504,15003
1504,20584
1508,6225
1508,6829
1508,21409
1510,6507
1511,19524
1514,2069
1514,5909
1514,16680
1514,19980
1515,13299
1516,4904
1516,5038
1516,13883
1516,16218
1516,19976
1518,2657
1518,13968
1519,20446
1521,8811
1521,16859
1522,16875
1522,17830
1522,19150
1523,1639
1525,3434
1525,12557
1526,16555
1527,21236
1528,2519
1528,10107
1529,4020
1529,14264
1530,9866
1531,12529
1532,21708
1534,13141
1537,6575
1537,10884
1537,11595
1539,5273
1539,7267
1539,20956
1541,4933
1541,7349
1541,15807
1542,1735
1545,8656
1550,1677
1550,7938
1551,9855
1551,13925
1552,8681
1552,13084
1552,21631
1553,20924
1556,3686
1556,9414
1556,10569
1557,6593
1561,19995
1562,13387
1563,3282
1563,4267
1563,13789
1563,15870
1566,13386
1566,13478
1569,19964
1570,11276
1570,11801
1572,7288
1573,7283
1573,14903
1576,12559
1578,7219
1579,7873
1580,4570
1580,13930
1580,17362
1580,18198
1582,7708
1583,2126
1583,4640
1583,16849
1584,21657
1585,14517
1586,3728
1586,8717
1586,19396
1586,20402
1588,5237
1591,18297
1593,10645
1594,18118
1594,20858
1595,2255
1595,16013
1596,13176
1596,19586
1596,19769
1597,21700
1598,1925
1598,4246
1598,9067
1599,2552
1602,19273
1602,21068
1604,18837
1605,1936
1607,3662
1607,4618
1607,18660
1611,13474
1611,16121
1614,10339
1614,16432
1615,3587
1615,6606
1615,9508
1616,8771
1616,9098
1618,19223
1619,19301
1620,8742
1621,8969
1621,17529
1622,19904
1622,21156
1623,12844
1624,6476
1624,21167
1626,1656
1626,2439
1626,14216
1627,18749
1627,19533
1632,5726
1632,8071
1633,9071
1633,17920
1634,7374
1634,8011
1634,16355
1634,20973
1635,6820
1635,15817
1637,7016
1637,15359
1637,20883
1640,10126
1641,12882
1641,16240
1641,17541
1642,6819
1642,9130
1642,9724
1643,18809
1644,7187
1644,11881
1646,11035
1646,11876
1646,15431
1646,19544
1647,12458
1647,15305
1647,19521
1648,2028
1649,6158
1649,21514
1650,6891
1650,17391
1653,11856
1653,12441
1654,15450
1654,16870
1655,12228
1656,14216
1656,19128
1656,19860
1658,1993
1658,8707
1658,18022
1659,8330
1659,18070
1661,13020
1662,15053
1663,2768
1663,12440
1663,13991
1663,14503
1666,3099
1666,4045
1669,7161
1669,21554
1670,13010
1670,20837
1673,6427
1673,20678
1674,13121
1675,12157
1676,7355
1679,12609
1680,2308
1680,6800
1680,9915
1680,11906
1680,15271
1680,19504
1681,7053
1681,8142
1681,14728
1681,18504
1682,2935
1682,7987
1682,12887
1685,3919
1686,4757
1686,12862
1688,7219
1690,11078
1691,10394
1691,17438
1693,13986
1693,14071
1693,16397
1696,1699
1697,10067
1697,14581
1698,12891
1698,13937
1699,10704
1699,18714
1700,2914
1700,4614
1700,8236
1701,3485
1701,12136
1701,15245
1703,14006
1703,16161
1703,20282
1704,5817
1705,10593
1705,19063
1708,14355
1709,2938
1709,11216
1709,18943
1711,8732
1711,11358
1712,8117
1712,12954
1713,7918
1714,20743
1715,12776
1716,13243
1717,2342
1718,19011
1719,5236
1719,11974
1719,21808
1720,13050
1720,17443
1723,7292
1723,9812
1725,6197
1725,17960
1726,13927
1730,10289
1734,9333
1736,15314
1737,4784
1738,3852
1740,12984
1740,16129
1740,16163
1741,15329
1742,5068
1742,18212
1744,16320
1746,20172
1749,9495
1751,4470
1751,4937
1751,12821
1753,9374
1756,3136
1756,18570
1756,19078
1757,20419
1758,20826
1760,11208
1761,18577
1763,4488
1763,10828
1764,3763
1764,11701
1764,17623
1764,20662
1765,14091
1765,17293
1765,18965
1766,9041
1766,20529
1768,16437
1769,8085
1769,21345
1770,2739
1770,4309
1770,7000
1770,15673
1771,12638
1775,3654
1777,9008
1777,13517
1777,14517
1777,15254
1780,8095
1781,2322
1781,20231
1783,7872
1783,21749
1787,5524
1787,15501
1787,16521
1788,8558
1788,9043
1788,20245
1793,5815
1793,14146
1793,18272
1794,10242
1795,15970
1796,16425
1800,17255
1803,4661
1803,15466
1803,18695
1805,6756
1805,8795
1805,10580
1805,16129
1808,6927
1808,7734
1809,19937
1809,20040
1810,8694
1810,12736
1812,6508
1815,6084
1815,14777
1817,10628
1817,15606
1818,7569
1818,9633
1818,15474
1820,14851
1820,19498
1822,16947
1824,9563
1824,12791
1824,14089
1826,4980
1826,13118
1826,18597
1827,4380
1828,10597
1829,2290
1829,14286
1832,21842
1833,11000
1833,18450
1834,10843
1835,10859
1835,14875
1835,15305
1835,20953
1837,3447
1839,3460
1839,10566
1839,13641
1841,14505
1841,21694
1842,6994
1843,2131
1843,12803
1844,3843
1844,12493
1845,21774
1849,2732
1850,5220
1850,14858
1852,5866
1856,10345
1856,14812
1858,4851
1858,10737
1860,4851
1860,5626
1860,11743
1860,17261
1861,4944
1861,12573
1861,21011
1864,6304
1864,7578
1864,8878
1865,13635
1865,14629
1866,12322
1866,21853
1868,2653
1868,7669
1868,9884
1868,14058
1868,15968
1868,18655
1870,8275
1872,8748
1872,14994
1872,19254
1874,20287
1875,3648
1878,7122
1880,2652
1880,17766
1881,8995
1883,7530
1884,21849
1886,5741
1886,12451
1886,13192
1888,2118
1889,16454
1891,6237
1891,16816
1892,11624
1895,8708
1895,9777
1897,15810
1897,17540
1898,20889
1899,13709
1899,21333
1901,19704
1901,20599
1903,21564
1904,8751
1904,10705
1905,6536
1906,18339
1906,20393
1907,12173
1907,16731
1908,3957
1908,6254
1908,10725
1908,18086
1909,21254
1910,7081
1912,3916
1914,16527
1916,9087
1917,2771
1917,8267
1919,4419
1920,18833
1921,16469
1924,9301
1925,9067
1925,13647
1925,15008
1926,3753
1926,12632
1926,18847
1926,19578
1926,19810
1926,21188
1927,6775
1927,6908
1927,15292
1927,18845
1928,21240
1928,21545
1930,12742
1930,15493
1932,3304
1933,9106
1933,13335
1934,2003
1934,4125
1934,6722
1934,15091
1935,7787
1935,19798
1936,18770
1937,7092
1937,7276
1938,13163
1938,16609
1939,10493
1942,3667
1944,4171
1944,7172
1946,21648
1950,7443
1950,17285
1950,21186
1951,2521
1951,2569
1953,12152
1957,2732
1957,19230
1958,11098
1958,12281
1962,14923
1963,3584
1963,4773
1965,11095
1966,13377
1966,16093
1967,11692
1968,18144
1969,10280
1970,10085
1971,6768
1972,11479
1972,19462
1973,3728
1974,9067
1974,14375
1974,15118
1974,18635
1977,6701
1977,10938
1982,8549
1982,13100
1982,13944
1982,20418
1984,3087
1989,15308
1990,2534
1990,6443
1990,16007
1993,8707
1993,18022
1994,4786
1994,12051
1995,5990
1995,15881
1995,18426
1996,17066
1999,2689
2000,12125
2000,14820
2000,18628
2003,15091
2005,3757
2008,14203
2008,16010
2008,18532
2008,20541
2009,5711
2010,2636
2010,18125
2011,8735
2011,19605
2014,5078
2016,5264
2017,18508
2018,3334
2019,17246
2023,4940
2023,13969
2029,5261
2031,18255
2035,12591
2035,15354
2036,10922
2036,13933
2038,7500
2038,13466
2039,10842
2040,18407
2041,19170
2043,7391
2043,19724
2043,19839
2043,21160
2044,21012
2045,16296
2048,5595
2049,4566
2050,3019
2050,8422
2050,21621
2053,4614
2053,18822
2053,19710
2054,17163
2054,17888
2056,4245
2056,11037
2056,17526
2056,18780
2058,2145
2058,2328
2058,12135
2059,14658
2060,9790
2063,5518
2067,3593
2067,13758
2067,14947
2068,5684
2069,21444
2070,10356
2071,12248
2076,21319
2077,2260
2077,8797
2077,11112
2078,12919
2080,4246
2080,11723
2080,21856
2081,9136
2082,14207
2082,14241
2084,18516
2086,5777
2086,19433
2087,17190
2089,12302
2090,7347
2092,8645
2092,12658
2092,20055
2092,20273
2092,21702
2094,19205
2096,2132
2096,3949
2096,12892
2097,8962
2097,19069
2098,15501
2099,7764
2099,9040
2100,2350
2100,15749
2100,18719
2103,15456
2105,14402
2106,12724
2107,18209
2108,2414
2108,13066
2108,21418
2109,2473
2109,12339
2110,7886
2111,9384
2112,3662
2112,6466
2112,13383
2112,20345
2114,17996
2115,15360
2118,15349
2119,2566
2119,10901
2121,11115
2122,8793
2122,14860
2125,16523
2126,4640
2126,16719
2127,2248
2127,3419
2127,6209
2129,10133
2130,3515
2131,3299
2131,7620
2132,3949
2132,12892
2133,7835
2134,4461
2134,4824
2134,20684
2135,8322
2137,10552
2137,12727
2138,17626
2139,5166
2139,8564
2139,9749
2140,12790
2141,6162
2142,5061
2142,10546
2142,11962
2144,18740
2144,21002
2145,2328
2146,3909
2146,10257
2147,18076
2148,5355
2148,8404
2150,19113
2151,18371
2152,14647
2152,17469
2154,19307
2154,19534
2155,9497
2157,6339
2157,10759
2157,17164
2158,4155
2158,21400
2160,5823
2163,6280
2165,15348
2165,18548
2166,8957
2166,12478
2166,18999
2170,13695
2170,16024
2172,7324
2181,20207
2183,16226
2184,2303
2188,7814
2188,12551
2189,2891
2189,3348
2190,7106
2190,12549
2191,2720
